taxon_id,cluster_id,cluster_size,total_occurrences,clustering_method,representative_lat,representative_lon,representative_year,centroid_a00,centroid_a01,centroid_a02,centroid_a03,centroid_a04,centroid_a05,centroid_a06,centroid_a07,centroid_a08,centroid_a09,centroid_a10,centroid_a11,centroid_a12,centroid_a13,centroid_a14,centroid_a15,centroid_a16,centroid_a17,centroid_a18,centroid_a19,centroid_a20,centroid_a21,centroid_a22,centroid_a23,centroid_a24,centroid_a25,centroid_a26,centroid_a27,centroid_a28,centroid_a29,centroid_a30,centroid_a31,centroid_a32,centroid_a33,centroid_a34,centroid_a35,centroid_a36,centroid_a37,centroid_a38,centroid_a39,centroid_a40,centroid_a41,centroid_a42,centroid_a43,centroid_a44,centroid_a45,centroid_a46,centroid_a47,centroid_a48,centroid_a49,centroid_a50,centroid_a51,centroid_a52,centroid_a53,centroid_a54,centroid_a55,centroid_a56,centroid_a57,centroid_a58,centroid_a59,centroid_a60,centroid_a61,centroid_a62,centroid_a63
AngMaFaFbCx09116-00,0,33,175,kmeans,-33.72167866666666,151.16469600000002,2021,0.10265515594235314,-0.06474153297682707,0.006116062586650824,0.016385306350704273,-0.14515256369927648,-0.1324450968741626,0.11795929304579819,0.26115829576037186,0.011531229247492225,0.12340242098027562,0.05614064520638912,-0.018844034345764427,-0.02422751156315167,0.22835226544569104,0.0040562487621311205,0.053214031899153,-0.0813989957242552,-0.0031428471566879793,-0.04874582037211792,0.2376484568872112,-0.0008686635676255078,0.034038190439574505,-0.04288513741800937,0.05334078967296958,-0.08177926904570501,0.20394952990108697,-0.08012396164645297,0.03786515675789029,-0.043205760022369005,-0.04962939661901597,-0.10196917269581625,-0.14448522130183025,-0.21638484032947697,-0.16326960493050455,-0.052887817040066155,-0.10409982174688054,-0.13188400731653324,0.05695338622674261,0.005357380028660305,0.021725909615182948,-0.22752274766115596,-0.0633975277573893,0.009199259026248633,0.03771789405007398,0.28174338541120547,-0.03795463283352554,-0.09450724080481865,-0.002702923118148036,-0.11461885288874905,0.051182179348269255,-0.07858422751156313,-0.12474083394498617,-0.11833770228233893,0.1642053755548565,-0.10507660223923196,-0.2619132501485442,-0.027931448277469018,-0.012280591380937404,-0.06827956613423738,0.05687509466056175,0.08881618957743521,-0.0880798760383535,0.046818356576142,-0.03000803886617034
AngMaFaFbCx09116-00,1,47,175,kmeans,-33.81243204255319,150.94783306382976,2022,0.11831390545371254,0.05327443618248298,-0.006839922452084715,-0.04964244521337944,-0.11150015951311684,-0.09033514114865801,0.09240570320744065,0.2640568684712099,0.06161558156846381,0.1463698904676597,0.10380033865861736,-0.04230386021742863,0.03685260169983717,0.2602128477590452,0.012995329128731171,0.10079265748852728,-0.04652089621831209,0.0015103847129172912,-0.08894647721416474,0.1849422889723265,-0.06491382201608215,0.025687010724189545,0.0002748533706348529,0.11454841427601492,-0.0748334110448518,0.1479509517615974,-0.10741924137197638,0.06372148191775664,-0.02529828952857735,-0.03793892692663213,-0.13520822596873538,-0.05538818948522251,-0.16028008867293264,-0.1526247678879645,-0.14220389866417982,-0.2328191284857706,-0.10676221093360161,0.09029325873027556,0.02551817222508526,0.07168568553829538,-0.17749376262812172,-0.02930591343754855,0.00782939458637021,-0.03464461295573712,0.26642715158654195,-0.05157165411012129,-0.12059126195325853,-0.03434358307361324,-0.08617831112419934,0.007089908136804976,-0.13103176356065996,-0.13553412353677388,-0.06759822326928266,0.14786718692483247,-0.11695272685628272,-0.1803247523456608,-0.027943426014544304,-0.06465336572676625,-0.0512758595302952,-0.008786146081294424,-0.016847202794342597,-0.07981741883236394,0.16059420681080108,-0.06534966093237458
AngMaFaFbCx09116-00,2,32,175,kmeans,-33.552304500000005,151.0307806875,2023,0.057574009996155306,0.023906189926951177,0.05423490965013453,0.025351787773933095,-0.15614763552479813,-0.0424605920799692,0.11896193771626293,0.30550749711649366,0.009955786236063052,0.08325836216839674,0.13481545559400226,-0.08253940792003073,0.01577277970011534,0.22563821607074203,0.05077470203767782,0.026237985390234517,-0.004248366013071894,0.0055113417916186,-0.10881776239907723,0.13121876201460975,-0.011810841983852351,0.0023817762399077243,-0.07454825067281812,0.0630219146482122,-0.10444636678200689,0.14884275278738943,-0.05764129181084196,0.044025374855824674,-0.059878892733564004,-0.056366782006920385,-0.1248846597462514,-0.09639369473279505,-0.14343713956170703,-0.19300653594771242,-0.07215494040753553,-0.06996155324875046,-0.16893118031526333,0.09826605151864665,-0.09500384467512493,0.06600922722029985,-0.16949442522106878,-0.07750672818146864,-0.0362379853902345,0.0483813917723952,0.31136293733179543,-0.05806036139946172,-0.046831987697039584,-0.035109573241061114,-0.10897539407920027,-0.0320549788542868,-0.031051518646674353,-0.08792387543252593,-0.15949826989619376,0.17041906958861974,-0.06876970396001536,-0.26195117262591305,-0.006785851595540184,-0.03848712033833139,0.016437908496732018,0.012191464821222603,0.07248942714340635,-0.04533833141099576,0.14350442137639366,-0.05255478662053055
AngMaFaFbCx09116-00,3,46,175,kmeans,-33.457582673913045,150.9454795869565,2019,0.05077913177206089,0.0028818347458335475,-0.05521354662922282,-0.0534523511024188,-0.09949751767714757,-0.1188519465757317,0.0823776808251007,0.31505207027397486,0.01143372950203099,0.07313307590725972,0.10176955351620612,0.0007462012938167506,0.03237015863463884,0.26679237082727375,0.07010280326964544,0.09401467662938999,-0.09848252344416022,-0.06193337010848667,-0.08636277017200739,0.1767988900590074,-0.01738996706952175,-0.05351520318272235,-0.047053474416194424,0.0754198218076659,-0.050139912742590616,0.14689600989585944,-0.15616869765809133,0.08904668772879992,-0.06822392725206021,-0.0760470053323972,-0.10739815789913576,-0.12192902395399757,-0.14559483810574525,-0.14825067281814683,-0.1418277251224445,-0.099030807548936,-0.17998963609314142,0.14914932383865737,0.022928973806061195,-0.032212359794727766,-0.18065426341039398,-0.07823345535997857,0.05159085970278986,0.048596693579392516,0.25512595490028916,-0.05051435066780334,-0.07684803503669153,0.009529445196663482,-0.12128579308961433,-0.01930494960132391,-0.03252394563963691,-0.11491767380438958,-0.017149256974742153,0.12416227872223055,-0.11348678601875528,-0.16747404844290656,-0.14502916938301322,-0.07058422345920462,0.006578071979004743,-0.019339718837236498,0.10478110425755977,-0.06192267188205202,0.1390033933436972,-0.12617354529194452
AngMaFaFbCx09116-00,4,17,175,kmeans,-34.063984176470576,150.5200941764706,2020,0.13439174977949653,-0.07494673994165137,0.08005608702535222,0.009545649863174785,-0.1122355655064794,-0.17870773684329555,0.1487319356808467,0.1062650111947893,-0.009393672117059049,0.06896533007666733,0.052613248298165854,-0.07213153312074538,-0.062944116516272,0.09680982427573101,-0.05304023339439578,-0.05615577718976862,0.042589954090055865,0.03747336997082566,-0.005384354433815033,0.1985553067824592,0.011271682836917922,0.09024945156840126,-0.18307528778524093,0.030276138136915653,-0.05332609629780397,0.2182110952800959,-0.006079109844629909,-0.02168577696361128,-0.0018743922020942189,-0.058504195219033384,-0.05621367347400319,-0.13943958206119814,-0.20172874686206665,-0.12890969536603566,0.04791641223963633,-0.10496234479951146,-0.20846280842210008,-0.004005699165479297,-0.017788633331071765,0.013175023181129432,-0.24076893502499036,-0.044652509215912406,-0.05027206730443039,0.03901485853857112,0.2640758079471696,-0.05820023972680189,-0.10727819616889428,0.0006621887509329002,-0.11755478662053052,0.012860212135603954,-0.012219734491259016,-0.038291154985638995,-0.2314223036388719,0.12856231766062826,-0.039463554741389024,-0.30097745211117893,0.08658027455503539,-0.015697130063097895,-0.02907479023904832,0.02984915304068568,0.09715720198113843,-0.04069746929913832,-0.07906099464007055,0.033120293099938934
AngMaFaFbCx09133-00,0,13,40,kmeans,-29.393370307692308,145.91995946153847,2023,-0.23245024103155593,0.1272362700736403,0.06102741549108326,0.04564871499127553,-0.28361162866353173,0.06093277733416137,0.06427350427350424,0.29202022890604207,-0.06826723449560815,-0.021374027740809716,-0.0629012509981368,0.047035163990181254,0.009473279507881585,0.10267293644456271,-0.09407032798036255,-0.14725224026262085,-0.06703220654777745,0.06051163753585894,-0.14183420577884243,0.09207346286931059,0.045743353148197406,-0.03532369207109688,-0.07858752550794071,-0.08586046786738825,0.006993759796527954,-0.06427823618135034,-0.07113003874249546,0.07317895483985445,0.10056250554520449,-0.12413687043444827,-0.20005559991719157,-0.2151361902226954,-0.11948540502173717,-0.19549877266140242,0.0021151628072043245,0.05436015733593584,-0.15886434211693723,-0.03734894862922543,0.05006831691952797,-0.0042965723242539815,-0.034732203590335034,0.06654482003962969,0.13785467128027679,0.12323307603584416,0.12113684086002423,-0.10289533611332916,-0.08543459616123975,-0.10902315677402179,-0.04449412947682839,-0.10209564368733914,0.0952958921125011,-0.13010380622837364,-0.03093248158992101,0.12496495430751484,-0.038484606512288126,-0.20034897820364944,-0.0484310768047792,-0.09801673912400553,-0.05405731523378579,-0.11870464022713156,0.2962978735989117,0.142913080767752,0.19413598320172712,0.08475793333924819
AngMaFaFbCx09133-00,1,6,40,kmeans,-26.884400499999998,145.93593683333333,2022,-0.13874663590926567,0.1684685377418941,0.18637959759067024,0.14319620658721005,-0.23380750993207738,0.043870306292451575,0.08928873510188387,0.30100217864923745,-0.07569396386005381,0.013543508906830697,0.013943355119825696,-0.0029732154299628305,-0.04623862616942199,0.13251313597334358,-0.06364731513520436,-0.12962194027937968,-0.005925925925925918,0.10124311162373442,-0.08500320389593743,0.049129821863385846,0.05594771241830062,0.05910547225426115,-0.13070870178136612,-0.07980520312700239,-0.08941176470588233,-0.06082788671023959,0.02773292323465334,0.10241189286171984,-0.009944892989875664,-0.12515186466743555,-0.18343713956170699,-0.18882993720363958,-0.06652825836216837,-0.22886582083813914,0.06263232090221706,0.120558759451493,-0.15704728950403687,0.009196462898885035,-0.1198923490965013,0.11212097911059844,-0.12837113930539534,0.08067666282199154,0.03588363449955145,0.1179033704985262,0.09799307958477507,-0.10408304498269892,-0.07515058310906059,-0.09981801871075226,-0.013994617454825067,-0.08900166602588742,0.1986518005895168,-0.04681276432141482,-0.13797770088427525,0.07647315135204405,-0.002491349480968852,-0.20266051518646672,0.013707548378828618,-0.01546072023580676,-0.005505574778931162,-0.01429193899782134,0.20927335640138406,0.101038062283737,0.11616045110854797,0.03003972830962453
AngMaFaFbCx09133-00,2,6,40,kmeans,-20.545893,139.64538266666668,2020,-0.10818403178264767,0.2345866974240676,0.049724464949378405,0.1284839164423939,-0.16865308214789182,0.1752351659618095,0.03380238369857745,0.2503549916698705,-0.16167115212097913,-0.09106241189286168,-0.059249006792259376,-0.009391259771882602,-0.16132256824298344,-0.01194412405485068,-0.11722670767653462,-0.1568217352300397,0.03439702678457,0.09132897603485834,-0.058151992823273074,-0.046535947712418244,0.17580930411380238,0.024339356657695762,-0.17900807381776235,0.004849416890939345,-0.024165064718697934,0.005587594514930197,0.0794668717160066,0.14733820325515823,0.07425861848007173,-0.06672305523516593,-0.16610021786492374,-0.14687684224016395,0.06941945405613224,-0.21396898628732539,0.018556965269768036,0.1296116878123798,-0.048750480584390604,-0.02173523003972832,-0.09477380494681527,0.04037421504549531,-0.12938613353838266,0.0864693066769191,0.1219325900294758,0.1429091375112136,0.09261053440984235,-0.11728822247853386,-0.17658849160579262,-0.10750736896065612,0.028358323721645474,-0.07104959630911184,0.17283608868383954,0.01623990772779698,-0.14163783160322949,0.1042060745866974,0.05627579136229651,-0.10927079328463407,-0.0031680123029603838,-0.0768524926310393,3.075740099962865e-05,0.0057311290529283646,0.30703062924516206,0.10061771113674227,0.0686915288991413,-0.04825836216839671
AngMaFaFbCx09133-00,3,9,40,kmeans,-29.672780000000003,142.24034833333334,2024,-0.2716698705626041,0.18567217736767908,0.12842240164039467,0.04346362510145669,-0.3087291212781409,0.04438634713144514,0.06043487547524451,0.24778845743090266,-0.1418873083002264,0.008229313511897133,-0.14289205006621386,0.027244222307659438,-0.07157588961510528,0.059423298731257165,-0.041994104831475046,-0.12324148831645947,-0.04964244521337943,0.021960784313725466,-0.10526549617668415,0.1186620530565167,0.09955145456875558,-0.07874578153701565,-0.11013200051262331,-0.12069204152249129,0.0121115810158486,-0.03237729078559526,0.007197231833910037,0.061610491691229834,0.01811952667777348,-0.19010807808962363,-0.19217907642359772,-0.20969712503737878,-0.039383143235507664,-0.20049040967149387,0.10377547097270273,0.06453586227519327,-0.08254602930496813,-0.03146140373360672,-0.029636464607629552,-0.011933871587850782,-0.04391473364945103,0.09170489982485365,0.11259259259259255,0.1542517835020718,0.07118629586911018,-0.08752189328890596,-0.0662924516211713,-0.10627023794267158,-0.024783630227690173,-0.09322226494083469,0.18150967576573113,-0.07391345209107605,0.002139348113973252,0.05384595668332691,0.055274467085309024,-0.23716006664103545,0.02293135118971332,0.005208253235934881,-0.07829467298902128,-0.031748472809603114,0.2624153103507198,0.10447263872869407,0.09562817719680461,0.10817036182664783
AngMaFaFbCx09133-00,4,6,40,kmeans,-27.448591000000004,145.96655750000002,2022,-0.08261437908496731,0.14493912597718825,0.05189798795335125,0.0593310265282583,-0.2178546712802768,0.04480328078943992,0.13724977572728436,0.33999231064975005,-0.03905164680251187,0.01240548506984493,0.042968089196462875,-0.04420863770344737,0.04809432269639881,0.1960066641035499,-0.09280533128283991,-0.13356914007433038,-0.019110598487761102,0.0318134051006023,-0.13073945918236574,0.09513264129181082,-0.023344867358708117,-0.035299243880558745,-0.09243624247084452,-0.03438677431757016,-0.07629885941304623,0.038251954376521805,-0.01121619889785979,0.09370754837882861,0.0486274509803921,-0.10992695117262585,-0.19842624631551964,-0.18737408688965776,-0.150639497629117,-0.2757811098295527,0.02164295783672944,0.03807766243752396,-0.2447468922209406,0.029270793284634083,-0.03881584006151475,0.07394079200307571,-0.04587978982442648,0.030685633730616405,0.07806228373702417,0.10321158528770982,0.21338459566833268,-0.07368448032807891,-0.12112264513648593,-0.04335768294245801,-0.060674099705241555,-0.10490324234268866,0.06154555940023064,-0.13169293861335385,-0.11063437139561702,0.185036524413687,-0.06074586697424061,-0.1562783544790465,-0.02525182622068433,-0.1072920671536588,-0.06798410867615015,-0.08436755094194538,0.21512751505831085,0.15808278867102393,0.1832833525567089,0.033433294886582025
